"text","positive","negative"
"Counting the hours of lost sunshine until the Weekend","0","1"
" Hoooray!  I`m hooked already","0","0"
" Ok then have a good day","1","0"
" I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..","0","0"
"Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd","0","0"
"im back to this z-index problem...again","0","1"
"is anyone out there??  so bored at work...","0","1"
"Am hating my life at the moment. There`s only so many NOs my delicate little mind can take","0","1"
"www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too","0","0"
" 'They' being the husband or the girl?","0","0"
"Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??","0","0"
"first day of summer sucks!!!! its overcast and cold...  this isn`t summer!?!?!?!?","0","1"
"   Hi to one kiwi artist from another kiwi artist","0","0"
"says Happy Mother`s Day to all Moms out there  http://plurk.com/p/stkr2","1","0"
" oooo ok   why  havent you accepted my friends request","0","0"
"sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.","0","1"
" no","0","0"
"_michele thanks for that...am now following them...love good causes","1","0"
" Not available in my area  I would too","0","1"
"Its Friday! Only 5 more hours until I`m free!.....until tomorrow.  oh well","0","0"
"meeting just in time that iï¿½m trying to win something  prize`s friday!","0","0"
"Waiting for 5:00 & having cramps","0","1"
"philosophy final today! thank you  it`s 3 days now!!!!","1","0"
" _what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?","0","0"
"where is the rain please come out","0","0"
" My pleasure","0","0"
"1st presentation for senior boards? FML","0","1"
"Wide awake and grouchy as ****.","0","1"
" I don`t have the app that does it","0","0"
"out for supper tonight with kurumi in 10 minutes","0","0"
"_kap But I think it`s cute.  Do this every night okay?","1","0"
"Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!","1","0"
"  hi mariah","0","0"
"_Yours13 I`m not at home with my cats right now!","0","0"
" wheres the music mannnn!!?? my inbox is still empty","0","1"
"What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I`m such a rebel!","0","1"
" nice one !","1","0"
"Exam 1 today. Going to get my license renewed  The birthday is getting closer!","0","0"
"Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!","1","0"
"Thinks its gonna rain","0","0"
"I lost my artistic abilities","0","1"
"   so not close enough that I could run out and get one","0","0"
"  That was stone cold   Crazy....  ?","0","1"
"totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.","0","0"
"_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!","1","0"
"Senior`s last day.","0","0"
"Crisis: forgot my fringe comb  I`m with men....no one will help me","0","1"
" Already got my ticket; thanks for making sure though!","1","0"
"Thanks to all my new followers!","1","0"
"Has lost his vocie and Adele is laughing at me LOL and still wondering why I`m in college on me week off","0","0"
"_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO","0","1"
"watching the simpsons","0","0"
"Good Morning! - Court - Crossfit - Bible Study - Someone very special`s house  http://tinyurl.com/cjs668","1","0"
" Have a great time in London","1","0"
" phaket.  what did anneliese want to do?","0","0"
"In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?","0","1"
"  Thanks for the greeting","1","0"
"I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?","0","0"
" http://twitpic.com/4wb52 - Such a pretty baby!","1","0"
" Invite them to your house instead","0","0"
" I`m a bit Ben`s Thai-ed out","0","0"
"  #stackeoverflow  http://bit.ly/13Nfk1","0","0"
"jungle book 2 is sooooo cute.. i have nothing to eat or drink","1","0"
"Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving","0","0"
"_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??)","0","0"
"no phone call yet.. 20 minutes until I pluck up the courage. I WISH MY PHONE WOULD RING","1","0"
" *points at the gear question I just posted* I cant get the rest of my Dreadweave set","0","0"
" SherriEShepherd gave the link for  http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps","1","0"
" I loved him and he was in a mini","1","0"
"  Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks","1","0"
" you`re so gorgeous!!","1","0"
"I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work","1","0"
"My laptop grew speakers. Now I can watch Charlie with the sound on","0","0"
" rofl uh huh","1","0"
" This was funny! I have 7.","1","0"
"deadlines!","0","0"
"has a terrible headache.  I need relief!","0","1"
"Finally sunny days and I`m too sick to go outside and play.","0","1"
" good luck!! How exciting","1","0"
"Working up to my vacation to Thailand. Getting more excited every day","1","0"
" we won`t be home till like next month","0","0"
"So screwed for sat 2 us","0","1"
"Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed","0","1"
" the exact one i was thinking of  the bestttt.","1","0"
"easties you can go there anytime","0","0"
"i never knew a dentention was so hard 2 get","0","1"
"pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.","1","0"
"my nail broke  I haaaaaaaaate","0","1"
" Dang... that IS disappointing","0","1"
" yep","0","0"
" How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!","1","0"
"  Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!","0","1"
"Anyone want to buy me this anthropomorphic planter? http://tinyurl.com/m6sru3 Only available till the 31st","0","0"
"Woke up and there was sun! And then it started to rain","0","0"
" and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it","0","0"
"hates this weather","0","1"
"Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely","1","0"
"Flap-a-taco was nice until the plebs came in.","0","1"
"Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!","1","0"
" NEW motorcycle and you POPPED a cable already? wow-you ride HARD!","1","0"
"check out the flyer i designed for the notary and retrograde: http://rachellovespeace.blogspot.com let me know what you think","0","0"
" Thanks! Welcome back!","1","0"
" i want to experience snow  we don`t have snow here and it sucks","0","1"
"i have such a sore head","0","1"
"awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My 10yr old is sad now..LOL..","0","0"
" Bryan hasn`t replied about wingnuts","0","0"
"Watching southpark for another 20 minutes","0","0"
" Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!","1","0"
" LMAO...Ha! No I just simply wanted to go to NY!","1","0"
"Tried on all the shoes in new look","0","0"
"its too early  i wanna go back to sleeep","0","0"
" oh wow...hope he`s ok  u take him 2 the vet?","0","0"
"i`ve just woken up","0","0"
" hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that","1","0"
"Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine","1","0"
"nooooo its raining......had 2 leave the beach","0","1"
"Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.","1","0"
"Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.","1","0"
" great pics! You should try to start selling your race photos to runners","1","0"
"Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.","0","0"
"The World is just amazing!","1","0"
"i have no idea what im doing and i am completely lost.","0","1"
"@ gadgetopia need to DM you but you`re not following me.   Will send email.","0","0"
" awww hes too cute!!wish i could`ve gone","1","0"
"got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.","0","0"
" I think that may look a little silly -.- Also my camera is broken so no photo","0","1"
"just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work","1","0"
"this day has beasted me.","0","1"
" I`ll be listening!","0","0"
" oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them","0","0"
"sitting at home doing nothing. gonna be like this all weekend","0","0"
"OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE","0","1"
" flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!","0","0"
"I think i should go to sleep considering i hav to b up on 3hrs....","0","0"
"  If I told you how often I wash my hair you would never speak to me again","0","0"
"I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y","0","1"
" seems to have disappeared out of my life","0","1"
" ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???","0","0"
"_KittyKat hello new follower  haha!! how are ya?","1","0"
" haha best thing about office birthdays hey","1","0"
"_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind","0","1"
"That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq","0","1"
"I am going to see how long I can do this for.","0","0"
"PRD take a long time to review!","0","0"
"Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study","0","1"
" how sad! are you saying that I`m fat?  *tears*","0","1"
" why thank you. I might just take you up on your offer","0","0"
"I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?","0","1"
"Finally get to lay down for a bit i have a major headache","0","1"
" Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!","0","0"
" very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day","1","0"
" yessir that is 100% right","1","0"
" Night!","0","0"
"Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time","1","0"
"i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.","0","1"
"Too warm!!!","0","0"
"Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm","0","0"
"  well hit me and we can see...it depends then","0","0"
